graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,33,24,0,True,False,False
0,24,33,0,True,False,False
0,24,21,0,True,False,False
0,21,24,0,True,False,False
0,33,4,0,True,False,False
0,4,33,0,True,False,False
0,4,37,0,True,False,False
0,37,4,0,True,False,False
0,33,36,0,True,False,False
0,36,33,0,True,False,False
0,36,37,0,True,False,False
0,37,36,0,True,False,False
0,5,20,0,True,False,False
0,20,5,0,True,False,False
0,33,5,0,True,False,False
0,5,33,0,True,False,False
0,31,20,0,True,False,False
0,20,31,0,True,False,False
0,33,31,0,True,False,False
0,31,33,0,True,False,False
0,33,34,0,True,False,False
0,34,33,0,True,False,False
0,33,8,0,True,False,False
0,8,33,0,True,False,False
0,33,7,0,True,False,False
0,7,33,0,True,False,False
0,33,30,0,True,False,False
0,30,33,0,True,False,False
0,33,28,0,True,False,False
0,28,33,0,True,False,False
0,33,16,0,True,False,False
0,16,33,0,True,False,False
0,33,38,0,True,False,False
0,38,33,0,True,False,False
0,33,32,0,True,False,False
0,32,33,0,True,False,False
0,33,17,0,True,False,False
0,17,33,0,True,False,False
0,33,9,0,True,False,False
0,9,33,0,True,False,False
0,33,15,0,True,False,False
0,15,33,0,True,False,False
0,33,1,0,True,False,False
0,1,33,0,True,False,False
0,33,3,0,True,False,False
0,3,33,0,True,False,False
0,33,19,0,True,False,False
0,19,33,0,True,False,False
0,33,29,0,True,False,False
0,29,33,0,True,False,False
0,33,12,0,True,False,False
0,12,33,0,True,False,False
0,33,35,0,True,False,False
0,35,33,0,True,False,False
0,33,0,0,True,False,False
0,0,33,0,True,False,False
0,33,23,0,True,False,False
0,23,33,0,True,False,False
0,33,2,0,True,False,False
0,2,33,0,True,False,False
0,33,22,0,True,False,False
0,22,33,0,True,False,False
0,33,18,0,True,False,False
0,18,33,0,True,False,False
0,16,26,0,True,False,False
0,26,16,0,True,False,False
0,3,6,0,True,False,False
0,6,3,0,True,False,False
0,2,37,0,True,False,False
0,37,2,0,True,False,False
0,8,37,0,True,False,False
0,37,8,0,True,False,False
0,37,13,0,True,False,False
0,13,37,0,True,False,False
0,37,26,0,True,False,False
0,26,37,0,True,False,False
0,30,37,0,True,False,False
0,37,30,0,True,False,False
0,37,25,0,True,False,False
0,25,37,0,True,False,False
0,28,37,0,True,False,False
0,37,28,0,True,False,False
0,38,37,0,True,False,False
0,37,38,0,True,False,False
0,32,37,0,True,False,False
0,37,32,0,True,False,False
0,37,10,0,True,False,False
0,10,37,0,True,False,False
0,15,37,0,True,False,False
0,37,15,0,True,False,False
0,37,21,0,True,False,False
0,21,37,0,True,False,False
0,23,37,0,True,False,False
0,37,23,0,True,False,False
0,37,27,0,True,False,False
0,27,37,0,True,False,False
0,26,14,0,True,False,False
0,14,26,0,True,False,False
0,26,20,0,True,False,False
0,20,26,0,True,False,False
0,29,26,0,True,False,False
0,26,29,0,True,False,False
0,26,11,0,True,False,False
0,11,26,0,True,False,False
0,1,27,0,True,False,False
0,27,1,0,True,False,False
0,12,6,0,True,False,False
0,6,12,0,True,False,False
0,34,11,0,True,False,False
0,11,34,0,True,False,False
0,22,10,0,True,False,False
0,10,22,0,True,False,False
0,35,27,0,True,False,False
0,27,35,0,True,False,False
0,19,27,0,True,False,False
0,27,19,0,True,False,False
0,7,21,0,False,True,False
0,21,7,0,False,True,False
0,9,13,0,False,True,False
0,13,9,0,False,True,False
0,0,25,0,False,True,False
0,25,0,0,False,True,False
0,18,14,0,False,True,False
0,14,18,0,False,True,False
0,17,13,0,False,True,False
0,13,17,0,False,True,False
0,14,20,0,False,True,False
0,20,14,0,False,True,False
0,14,11,0,False,True,False
0,11,14,0,False,True,False
0,21,13,0,False,False,True
0,13,21,0,False,False,True
0,21,25,0,False,False,True
0,25,21,0,False,False,True
0,6,21,0,False,False,True
0,21,6,0,False,False,True
0,11,20,0,False,False,True
0,20,11,0,False,False,True
0,11,27,0,False,False,True
0,27,11,0,False,False,True
0,10,25,0,False,False,True
0,25,10,0,False,False,True
0,10,6,0,False,False,True
0,6,10,0,False,False,True
0,6,25,0,False,False,True
0,25,6,0,False,False,True
